time_ms,motor,pwm,speedA,speedB
257200,B,250,0,8
257300,B,250,0,9
257400,B,250,0,10
257500,B,250,0,8
257600,B,250,0,11
257700,B,250,0,7
257800,B,250,0,11
257900,B,250,0,11
258000,B,250,0,12
258100,B,250,0,9
258200,B,250,0,8
258300,B,250,0,13
258400,B,250,0,9
258500,B,250,0,11
258600,B,250,0,8
258700,B,250,0,11
258800,B,250,0,8
258900,B,250,0,9
259000,B,250,0,10
259100,B,250,0,8
259200,B,250,0,11
259300,B,250,0,8
259400,B,250,0,13
259500,B,250,0,9
259600,B,250,0,9
259700,B,250,0,10
259800,B,250,0,8
259900,B,250,0,12
260000,B,250,0,11
260100,B,250,0,11
260200,B,250,0,12
260300,B,250,0,9
260400,B,250,0,10
260500,B,250,0,8
260600,B,250,0,11
260700,B,250,0,8
260800,B,250,0,10
260900,B,250,0,10
264000,B,255,0,22
264100,B,255,0,7
264200,B,255,0,10
264300,B,255,0,10
264400,B,255,0,12
264500,B,255,0,8
264600,B,255,0,11
264700,B,255,0,10
264800,B,255,0,11
264900,B,255,0,10
265000,B,255,0,6
265100,B,255,0,13
265200,B,255,0,8
265300,B,255,0,10
265400,B,255,0,11
265500,B,255,0,11
265600,B,255,0,9
265700,B,255,0,9
265800,B,255,0,12
265900,B,255,0,8
266000,B,255,0,9
266100,B,255,0,7
266200,B,255,0,12
266300,B,255,0,8
266400,B,255,0,9
266500,B,255,0,7
266600,B,255,0,10
266700,B,255,0,11
266800,B,255,0,10
266900,B,255,0,11
267000,B,255,0,10
267100,B,255,0,10
267200,B,255,0,9
267300,B,255,0,7
267400,B,255,0,11
267500,B,255,0,9
267600,B,255,0,9
267700,B,255,0,7
267800,B,255,0,9
267900,B,255,0,9
268000,B,255,0,8
268100,B,255,0,11
268200,B,255,0,8
268300,B,255,0,9
268400,B,255,0,9
268500,B,255,0,12
268600,B,255,0,10
268700,B,255,0,9
268800,B,255,0,13
268900,B,255,0,9
